,Variable,Value,model
28,Date prévue de la dernière mise à jour de sécurité,Février 2031,Samsung Galaxy A56 256 Go Rose 5G
29,Évaluation sur les mises à jour de sécurité restantes,Excellent,Samsung Galaxy A56 256 Go Rose 5G
30,Évaluation politique de mise à jour,Excellent,Samsung Galaxy A56 256 Go Rose 5G
31,Format téléphone portable,Grand,Samsung Galaxy A56 256 Go Rose 5G
32,Hauteur,"16,22 cm",Samsung Galaxy A56 256 Go Rose 5G
33,Largeur,"7,75 cm",Samsung Galaxy A56 256 Go Rose 5G
34,Profondeur,"0,74 cm",Samsung Galaxy A56 256 Go Rose 5G
35,Poids,197 g,Samsung Galaxy A56 256 Go Rose 5G
36,Couleur,Rose,Samsung Galaxy A56 256 Go Rose 5G
37,Certificat IP,IP67,Samsung Galaxy A56 256 Go Rose 5G
38,Antichoc,,Samsung Galaxy A56 256 Go Rose 5G
39,Reproduction sonore,Stéréo,Samsung Galaxy A56 256 Go Rose 5G
40,Aimant MagSafe,,Samsung Galaxy A56 256 Go Rose 5G
41,Catégorie de vitesse,Très bien,Samsung Galaxy A56 256 Go Rose 5G
42,Processeur,Samsung Exynos 1580,Samsung Galaxy A56 256 Go Rose 5G
43,Capacité totale de stockage,256 Go,Samsung Galaxy A56 256 Go Rose 5G
44,Mémoire vive (RAM),8 Go,Samsung Galaxy A56 256 Go Rose 5G
45,Lecteur de carte mémoire,,Samsung Galaxy A56 256 Go Rose 5G
46,Déverrouillé,,Samsung Galaxy A56 256 Go Rose 5G
47,Double SIM,,Samsung Galaxy A56 256 Go Rose 5G
48,Contenu tiroir carte SIM,2 emplacements pour carte SIM,Samsung Galaxy A56 256 Go Rose 5G
49,Qualité de la caméra,Très bien,Samsung Galaxy A56 256 Go Rose 5G
50,Nombre d'objectifs de la caméra arrière,3,Samsung Galaxy A56 256 Go Rose 5G
51,Caméra intégrée,,Samsung Galaxy A56 256 Go Rose 5G
52,Nombre total de mégapixels,50 Mpx,Samsung Galaxy A56 256 Go Rose 5G
53,Mise au point automatique,,Samsung Galaxy A56 256 Go Rose 5G
54,Type de mise au point automatique,Détection de phase autofocus,Samsung Galaxy A56 256 Go Rose 5G
55,Fonction vidéo,,Samsung Galaxy A56 256 Go Rose 5G
56,Qualité d'enregistrement vidéo,4K @ 30 fps,Samsung Galaxy A56 256 Go Rose 5G
57,Flash arrière,,Samsung Galaxy A56 256 Go Rose 5G
58,Type d'objectif,Standard,Samsung Galaxy A56 256 Go Rose 5G
59,Type de stabilisation d'image,Stabilisation optique de l'image,Samsung Galaxy A56 256 Go Rose 5G
60,Diaphragme,"1,8",Samsung Galaxy A56 256 Go Rose 5G
61,Type de flash,Single LED,Samsung Galaxy A56 256 Go Rose 5G
62,Caméra compatible avec la technologie HDR,,Samsung Galaxy A56 256 Go Rose 5G
63,Type de capteur d'image,"1/1.56""",Samsung Galaxy A56 256 Go Rose 5G
64,Deuxième appareil Photo arrière,,Samsung Galaxy A56 256 Go Rose 5G
65,Type objectif appareil photo arrière 2,Grand angle,Samsung Galaxy A56 256 Go Rose 5G
66,Nombre de mégapixels de la deuxième caméra arrière,12 Mpx,Samsung Galaxy A56 256 Go Rose 5G
67,Diaphragme fixe de la deuxième caméra arrière,"2,2",Samsung Galaxy A56 256 Go Rose 5G
68,Type de stabilisation d'image de la deuxième caméra arrière,Pas de stabilisation d'image,Samsung Galaxy A56 256 Go Rose 5G
69,Mise au point automatique deuxième caméra au dos,,Samsung Galaxy A56 256 Go Rose 5G
70,Fonction zoom optique deuxième caméra au dos,,Samsung Galaxy A56 256 Go Rose 5G
71,Troisième caméra arrière,,Samsung Galaxy A56 256 Go Rose 5G
72,Type d'objectif caméra arrière 3,Objectif macro,Samsung Galaxy A56 256 Go Rose 5G
73,Quatrième caméra au dos,,Samsung Galaxy A56 256 Go Rose 5G
74,Cinquième appareil photo à l'arrière,,Samsung Galaxy A56 256 Go Rose 5G
75,Caméra avant,,Samsung Galaxy A56 256 Go Rose 5G
76,Type de caméra avant,Dans l'écran,Samsung Galaxy A56 256 Go Rose 5G
77,Nombre de mégapixels appareil photo avant,12 Mpx,Samsung Galaxy A56 256 Go Rose 5G
78,Diaphragme fixe de la caméra avant,"2,2",Samsung Galaxy A56 256 Go Rose 5G
79,Type de stabilisation d'image caméra avant,Pas de stabilisation d'image,Samsung Galaxy A56 256 Go Rose 5G
80,Flash avant,,Samsung Galaxy A56 256 Go Rose 5G
81,Deuxième caméra avant,,Samsung Galaxy A56 256 Go Rose 5G
82,Diagonale de l'écran,"6,7 p",Samsung Galaxy A56 256 Go Rose 5G
83,Screen-to-body-ratio,"87,4 %",Samsung Galaxy A56 256 Go Rose 5G
84,Qualité écran,Très bien,Samsung Galaxy A56 256 Go Rose 5G
85,Pliable,,Samsung Galaxy A56 256 Go Rose 5G
86,Taux de rafraîchissement,120 Hz,Samsung Galaxy A56 256 Go Rose 5G
87,Densité de pixels,385 ppp,Samsung Galaxy A56 256 Go Rose 5G
88,LED de notification,,Samsung Galaxy A56 256 Go Rose 5G
89,Écran tactile,,Samsung Galaxy A56 256 Go Rose 5G
90,Netteté,Full HD (1080p),Samsung Galaxy A56 256 Go Rose 5G
91,Type d'écran,Super AMOLED,Samsung Galaxy A56 256 Go Rose 5G
92,Antigriffes,,Samsung Galaxy A56 256 Go Rose 5G
93,Gorilla Glass,,Samsung Galaxy A56 256 Go Rose 5G
94,Gorilla Glass Type,Gorilla Glass 7,Samsung Galaxy A56 256 Go Rose 5G
95,Coup de pouce pour votre HDR,,Samsung Galaxy A56 256 Go Rose 5G
96,Type HDR,HDR10,Samsung Galaxy A56 256 Go Rose 5G
97,Capacité batterie/pile,5 Ah,Samsung Galaxy A56 256 Go Rose 5G
98,Fonction charge rapide,,Samsung Galaxy A56 256 Go Rose 5G
99,Type de charge rapide,Samsung Adaptive Fast Charge,Samsung Galaxy A56 256 Go Rose 5G
100,Batterie chargée en 30 minutes,Entre 61 % et 70 %,Samsung Galaxy A56 256 Go Rose 5G
101,Vitesse de chargement,Rapide,Samsung Galaxy A56 256 Go Rose 5G
102,Puissance filaire charge rapide,45 W,Samsung Galaxy A56 256 Go Rose 5G
103,Recharge sans fil,,Samsung Galaxy A56 256 Go Rose 5G
104,Pour charger d'autres appareils sans fil,,Samsung Galaxy A56 256 Go Rose 5G
105,Accu/batterie interchangeable,,Samsung Galaxy A56 256 Go Rose 5G
106,Options de connexion internet,4G et 5G,Samsung Galaxy A56 256 Go Rose 5G
107,Wi-Fi intégré,,Samsung Galaxy A56 256 Go Rose 5G
108,Standard Wi-Fi,"Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless N (Wi-Fi 4)",Samsung Galaxy A56 256 Go Rose 5G
109,Bluetooth,,Samsung Galaxy A56 256 Go Rose 5G
110,Version Bluetooth,5.4,Samsung Galaxy A56 256 Go Rose 5G
111,NFC,,Samsung Galaxy A56 256 Go Rose 5G
112,Connexion casque audio,,Samsung Galaxy A56 256 Go Rose 5G
113,Connexion USB,,Samsung Galaxy A56 256 Go Rose 5G
114,Type de port USB,USB-C,Samsung Galaxy A56 256 Go Rose 5G
115,Connexion Lightning,,Samsung Galaxy A56 256 Go Rose 5G
116,Compatible avec Samsung DeX,,Samsung Galaxy A56 256 Go Rose 5G
117,Bouton d'accueil,,Samsung Galaxy A56 256 Go Rose 5G
118,Capteur d'empreintes digitales/identité,,Samsung Galaxy A56 256 Go Rose 5G
119,Installation du capteur d'empreintes digitales,En bas de l'écran,Samsung Galaxy A56 256 Go Rose 5G
120,Reconnaissance faciale,,Samsung Galaxy A56 256 Go Rose 5G
121,Accéléromètre,,Samsung Galaxy A56 256 Go Rose 5G
122,Capteur de lumière,,Samsung Galaxy A56 256 Go Rose 5G
123,Boussole,,Samsung Galaxy A56 256 Go Rose 5G
124,Podomètre,,Samsung Galaxy A56 256 Go Rose 5G
125,Capteur GPS,,Samsung Galaxy A56 256 Go Rose 5G
0,price,"€ 969,-",Apple iPhone 17 256 Go Mauve
1,Format téléphone portable,Moyen,Apple iPhone 17 256 Go Mauve
2,Qualité de la caméra,Très bien,Apple iPhone 17 256 Go Mauve
3,Catégorie de vitesse,Excellent,Apple iPhone 17 256 Go Mauve
4,Qualité écran,Excellent,Apple iPhone 17 256 Go Mauve
5,Capacité totale de stockage,256 Go,Apple iPhone 17 256 Go Mauve
6,Vitesse de chargement,Moyen,Apple iPhone 17 256 Go Mauve
7,Année d'introduction,2025,Apple iPhone 17 256 Go Mauve
8,Diagonale de l'écran,"6,3 p",Apple iPhone 17 256 Go Mauve
9,Produit,969424,Apple iPhone 17 256 Go Mauve
10,Code du fabricant,MG6M4ZD/A,Apple iPhone 17 256 Go Mauve
11,Marque,Apple,Apple iPhone 17 256 Go Mauve
12,Garantie,2 ans,Apple iPhone 17 256 Go Mauve
13,Traitement du défaut,Via Coolblue,Apple iPhone 17 256 Go Mauve
14,Type de GSM,Smartphone,Apple iPhone 17 256 Go Mauve
15,Utilisation recommandée,"Gaming, Internet, réseaux sociaux et jeux simples, Passer des appels et WhatsApp, Prendre des photos et faire des vidéos, Regarder des films et des séries, Retouche photo, Utilisation professionnelle",Apple iPhone 17 256 Go Mauve
16,Bundle comprenant,Pas d'accessoires,Apple iPhone 17 256 Go Mauve
17,Valeur et catégorie SAT,"1,2 W/kg (D)",Apple iPhone 17 256 Go Mauve
18,Année d'introduction,2025,Apple iPhone 17 256 Go Mauve
19,Mois de lancement,Septembre,Apple iPhone 17 256 Go Mauve
20,Système d'exploitation,iOS,Apple iPhone 17 256 Go Mauve
21,Version iOS à l'introduction,iOS 26,Apple iPhone 17 256 Go Mauve
22,Mise à jour vers version iOS possible,iOS 26,Apple iPhone 17 256 Go Mauve
23,Version iOs la plus récente,,Apple iPhone 17 256 Go Mauve
24,Le nombre prévu de mises à jour iOS,5,Apple iPhone 17 256 Go Mauve
25,Évaluation sur le nombre de mises à jour iOS restantes,Excellent,Apple iPhone 17 256 Go Mauve
26,Fréquence prévue des mises à jour de sécurité,Tous les trimestres,Apple iPhone 17 256 Go Mauve
27,Date prévue de la dernière mise à jour de sécurité,Septembre 2030,Apple iPhone 17 256 Go Mauve
28,Évaluation sur les mises à jour de sécurité restantes,Excellent,Apple iPhone 17 256 Go Mauve
29,Évaluation politique de mise à jour,Excellent,Apple iPhone 17 256 Go Mauve
30,Format téléphone portable,Moyen,Apple iPhone 17 256 Go Mauve
31,Hauteur,"14,96 cm",Apple iPhone 17 256 Go Mauve
32,Largeur,"7,15 cm",Apple iPhone 17 256 Go Mauve
33,Profondeur,"0,795 cm",Apple iPhone 17 256 Go Mauve
34,Poids,177 g,Apple iPhone 17 256 Go Mauve
35,Couleur,Violet,Apple iPhone 17 256 Go Mauve
36,Certificat IP,IP68,Apple iPhone 17 256 Go Mauve
37,Antichoc,,Apple iPhone 17 256 Go Mauve
38,Reproduction sonore,Stéréo,Apple iPhone 17 256 Go Mauve
39,Aimant MagSafe,,Apple iPhone 17 256 Go Mauve
40,Catégorie de vitesse,Excellent,Apple iPhone 17 256 Go Mauve
41,Processeur,Puce A19 Bionic,Apple iPhone 17 256 Go Mauve
42,Capacité totale de stockage,256 Go,Apple iPhone 17 256 Go Mauve
43,Mémoire vive (RAM),8 Go,Apple iPhone 17 256 Go Mauve
44,Lecteur de carte mémoire,,Apple iPhone 17 256 Go Mauve
45,Déverrouillé,,Apple iPhone 17 256 Go Mauve
46,Double SIM,,Apple iPhone 17 256 Go Mauve
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 17 256 Go Mauve
48,Qualité de la caméra,Très bien,Apple iPhone 17 256 Go Mauve
49,Nombre d'objectifs de la caméra arrière,2,Apple iPhone 17 256 Go Mauve
50,Caméra intégrée,,Apple iPhone 17 256 Go Mauve
51,Nombre total de mégapixels,48 Mpx,Apple iPhone 17 256 Go Mauve
52,Mise au point automatique,,Apple iPhone 17 256 Go Mauve
53,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 17 256 Go Mauve
54,Fonction vidéo,,Apple iPhone 17 256 Go Mauve
55,Qualité d'enregistrement vidéo,4K @ 60 fps,Apple iPhone 17 256 Go Mauve
56,Flash arrière,,Apple iPhone 17 256 Go Mauve
57,Type d'objectif,Standard,Apple iPhone 17 256 Go Mauve
58,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 17 256 Go Mauve
59,Diaphragme,"1,6",Apple iPhone 17 256 Go Mauve
60,Type de flash,Dual LED,Apple iPhone 17 256 Go Mauve
61,Caméra compatible avec la technologie HDR,,Apple iPhone 17 256 Go Mauve
62,Type de capteur d'image,"1/1.56""",Apple iPhone 17 256 Go Mauve
63,Deuxième appareil Photo arrière,,Apple iPhone 17 256 Go Mauve
64,Type objectif appareil photo arrière 2,Grand angle,Apple iPhone 17 256 Go Mauve
65,Nombre de mégapixels de la deuxième caméra arrière,48 Mpx,Apple iPhone 17 256 Go Mauve
66,Diaphragme fixe de la deuxième caméra arrière,"2,2",Apple iPhone 17 256 Go Mauve
67,Type de stabilisation d'image de la deuxième caméra arrière,Pas de stabilisation d'image,Apple iPhone 17 256 Go Mauve
68,Mise au point automatique deuxième caméra au dos,,Apple iPhone 17 256 Go Mauve
69,Type autofocus tweede camera achterkant,Détection de phase autofocus,Apple iPhone 17 256 Go Mauve
70,Fonction zoom optique deuxième caméra au dos,,Apple iPhone 17 256 Go Mauve
71,Troisième caméra arrière,,Apple iPhone 17 256 Go Mauve
72,Quatrième caméra au dos,,Apple iPhone 17 256 Go Mauve
73,Cinquième appareil photo à l'arrière,,Apple iPhone 17 256 Go Mauve
74,Caméra avant,,Apple iPhone 17 256 Go Mauve
75,Type de caméra avant,Dans l'écran,Apple iPhone 17 256 Go Mauve
76,Nombre de mégapixels appareil photo avant,18 Mpx,Apple iPhone 17 256 Go Mauve
77,Diaphragme fixe de la caméra avant,"1,9",Apple iPhone 17 256 Go Mauve
78,Type de stabilisation d'image caméra avant,Stabilisation optique de l'image,Apple iPhone 17 256 Go Mauve
79,Flash avant,,Apple iPhone 17 256 Go Mauve
80,Deuxième caméra avant,,Apple iPhone 17 256 Go Mauve
81,Diagonale de l'écran,"6,3 p",Apple iPhone 17 256 Go Mauve
82,Qualité écran,Excellent,Apple iPhone 17 256 Go Mauve
83,Pliable,,Apple iPhone 17 256 Go Mauve
84,Taux de rafraîchissement,120 Hz,Apple iPhone 17 256 Go Mauve
85,Densité de pixels,458 ppp,Apple iPhone 17 256 Go Mauve
86,LED de notification,,Apple iPhone 17 256 Go Mauve
87,Écran tactile,,Apple iPhone 17 256 Go Mauve
88,Netteté,Super Retina XDR,Apple iPhone 17 256 Go Mauve
89,Type d'écran,OLED,Apple iPhone 17 256 Go Mauve
90,Antigriffes,,Apple iPhone 17 256 Go Mauve
91,Gorilla Glass,,Apple iPhone 17 256 Go Mauve
92,Coup de pouce pour votre HDR,,Apple iPhone 17 256 Go Mauve
93,Type HDR,"Dolby Vision, HDR10",Apple iPhone 17 256 Go Mauve
94,Capacité batterie/pile,3692 mAh,Apple iPhone 17 256 Go Mauve
95,Fonction charge rapide,,Apple iPhone 17 256 Go Mauve
96,Type de charge rapide,Power Delivery 3.0,Apple iPhone 17 256 Go Mauve
97,Batterie chargée en 30 minutes,Entre 51 % et 60 %,Apple iPhone 17 256 Go Mauve
98,Vitesse de chargement,Moyen,Apple iPhone 17 256 Go Mauve
99,Puissance filaire charge rapide,40 W,Apple iPhone 17 256 Go Mauve
100,Recharge sans fil,,Apple iPhone 17 256 Go Mauve
101,Puissance charge rapide sans fil,25 W,Apple iPhone 17 256 Go Mauve
102,Pour charger d'autres appareils sans fil,,Apple iPhone 17 256 Go Mauve
103,Accu/batterie interchangeable,,Apple iPhone 17 256 Go Mauve
104,Options de connexion internet,4G et 5G,Apple iPhone 17 256 Go Mauve
105,Wi-Fi intégré,,Apple iPhone 17 256 Go Mauve
106,Standard Wi-Fi,"Wi-Fi B (Wi-Fi 2), Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless BE (Wifi 7), Wireless N (Wi-Fi 4)",Apple iPhone 17 256 Go Mauve
107,Bluetooth,,Apple iPhone 17 256 Go Mauve
108,Version Bluetooth,6.0,Apple iPhone 17 256 Go Mauve
109,NFC,,Apple iPhone 17 256 Go Mauve
110,Connexion casque audio,,Apple iPhone 17 256 Go Mauve
111,Connexion USB,,Apple iPhone 17 256 Go Mauve
112,Type de port USB,USB-C,Apple iPhone 17 256 Go Mauve
113,Connexion Lightning,,Apple iPhone 17 256 Go Mauve
114,Compatible avec Samsung DeX,,Apple iPhone 17 256 Go Mauve
115,Bouton d'accueil,,Apple iPhone 17 256 Go Mauve
116,Capteur d'empreintes digitales/identité,,Apple iPhone 17 256 Go Mauve
117,Reconnaissance faciale,,Apple iPhone 17 256 Go Mauve
118,Accéléromètre,,Apple iPhone 17 256 Go Mauve
119,Capteur de lumière,,Apple iPhone 17 256 Go Mauve
120,Boussole,,Apple iPhone 17 256 Go Mauve
121,Podomètre,,Apple iPhone 17 256 Go Mauve
122,Capteur GPS,,Apple iPhone 17 256 Go Mauve
0,price,"€ 617,-",Apple iPhone 16e 128 Go Noir
1,Format téléphone portable,Moyen,Apple iPhone 16e 128 Go Noir
2,Qualité de la caméra,Bon,Apple iPhone 16e 128 Go Noir
3,Catégorie de vitesse,Excellent,Apple iPhone 16e 128 Go Noir
4,Qualité écran,Bon,Apple iPhone 16e 128 Go Noir
5,Capacité totale de stockage,128 Go,Apple iPhone 16e 128 Go Noir
6,Vitesse de chargement,Moyen,Apple iPhone 16e 128 Go Noir
7,Année d'introduction,2025,Apple iPhone 16e 128 Go Noir
8,Diagonale de l'écran,"6,1 p",Apple iPhone 16e 128 Go Noir
9,Produit,960308,Apple iPhone 16e 128 Go Noir
10,Code du fabricant,MD1Q4ZD/A,Apple iPhone 16e 128 Go Noir
11,Marque,Apple,Apple iPhone 16e 128 Go Noir
12,Garantie,2 ans,Apple iPhone 16e 128 Go Noir
13,Traitement du défaut,Via Coolblue,Apple iPhone 16e 128 Go Noir
14,Type de GSM,Smartphone,Apple iPhone 16e 128 Go Noir
15,Utilisation recommandée,"Internet, réseaux sociaux et jeux simples, Prendre des photos et faire des vidéos, Regarder des films et des séries, Utilisation professionnelle",Apple iPhone 16e 128 Go Noir
16,Bundle comprenant,Pas d'accessoires,Apple iPhone 16e 128 Go Noir
17,Valeur et catégorie SAT,"1,0 W/kg (C)",Apple iPhone 16e 128 Go Noir
18,Année d'introduction,2025,Apple iPhone 16e 128 Go Noir
19,Mois de lancement,Février,Apple iPhone 16e 128 Go Noir
20,Système d'exploitation,iOS,Apple iPhone 16e 128 Go Noir
21,Version iOS à l'introduction,iOS 18,Apple iPhone 16e 128 Go Noir
22,Mise à jour vers version iOS possible,iOS 26,Apple iPhone 16e 128 Go Noir
23,Version iOs la plus récente,,Apple iPhone 16e 128 Go Noir
24,Le nombre prévu de mises à jour iOS,4,Apple iPhone 16e 128 Go Noir
25,Évaluation sur le nombre de mises à jour iOS restantes,Excellent,Apple iPhone 16e 128 Go Noir
26,Fréquence prévue des mises à jour de sécurité,Tous les mois,Apple iPhone 16e 128 Go Noir
27,Date prévue de la dernière mise à jour de sécurité,Février 2030,Apple iPhone 16e 128 Go Noir
28,Évaluation sur les mises à jour de sécurité restantes,Excellent,Apple iPhone 16e 128 Go Noir
29,Évaluation politique de mise à jour,Excellent,Apple iPhone 16e 128 Go Noir
30,Format téléphone portable,Moyen,Apple iPhone 16e 128 Go Noir
31,Hauteur,"14,7 cm",Apple iPhone 16e 128 Go Noir
32,Largeur,"7,15 cm",Apple iPhone 16e 128 Go Noir
33,Profondeur,"0,78 cm",Apple iPhone 16e 128 Go Noir
34,Poids,167 g,Apple iPhone 16e 128 Go Noir
35,Couleur,Noir,Apple iPhone 16e 128 Go Noir
36,Certificat IP,IP68,Apple iPhone 16e 128 Go Noir
37,Antichoc,,Apple iPhone 16e 128 Go Noir
38,Reproduction sonore,Stéréo,Apple iPhone 16e 128 Go Noir
39,Aimant MagSafe,,Apple iPhone 16e 128 Go Noir
40,Catégorie de vitesse,Excellent,Apple iPhone 16e 128 Go Noir
41,Processeur,Puce A18 Bionic,Apple iPhone 16e 128 Go Noir
42,Capacité totale de stockage,128 Go,Apple iPhone 16e 128 Go Noir
43,Mémoire vive (RAM),8 Go,Apple iPhone 16e 128 Go Noir
44,Lecteur de carte mémoire,,Apple iPhone 16e 128 Go Noir
45,Déverrouillé,,Apple iPhone 16e 128 Go Noir
46,Double SIM,,Apple iPhone 16e 128 Go Noir
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 16e 128 Go Noir
48,Qualité de la caméra,Bon,Apple iPhone 16e 128 Go Noir
49,Nombre d'objectifs de la caméra arrière,1,Apple iPhone 16e 128 Go Noir
50,Caméra intégrée,,Apple iPhone 16e 128 Go Noir
51,Nombre total de mégapixels,48 Mpx,Apple iPhone 16e 128 Go Noir
52,Mise au point automatique,,Apple iPhone 16e 128 Go Noir
53,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 16e 128 Go Noir
54,Fonction vidéo,,Apple iPhone 16e 128 Go Noir
55,Qualité d'enregistrement vidéo,4K @ 60 fps,Apple iPhone 16e 128 Go Noir
56,Flash arrière,,Apple iPhone 16e 128 Go Noir
57,Type d'objectif,Standard,Apple iPhone 16e 128 Go Noir
58,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 16e 128 Go Noir
59,Diaphragme,"1,6",Apple iPhone 16e 128 Go Noir
60,Type de flash,Single LED,Apple iPhone 16e 128 Go Noir
61,Caméra compatible avec la technologie HDR,,Apple iPhone 16e 128 Go Noir
62,Type de capteur d'image,"1/1.56""",Apple iPhone 16e 128 Go Noir
63,Deuxième appareil Photo arrière,,Apple iPhone 16e 128 Go Noir
64,Troisième caméra arrière,,Apple iPhone 16e 128 Go Noir
65,Quatrième caméra au dos,,Apple iPhone 16e 128 Go Noir
66,Cinquième appareil photo à l'arrière,,Apple iPhone 16e 128 Go Noir
67,Caméra avant,,Apple iPhone 16e 128 Go Noir
68,Type de caméra avant,Encoche à l'écran,Apple iPhone 16e 128 Go Noir
69,Nombre de mégapixels appareil photo avant,12 Mpx,Apple iPhone 16e 128 Go Noir
70,Diaphragme fixe de la caméra avant,"2,2",Apple iPhone 16e 128 Go Noir
71,Type de stabilisation d'image caméra avant,Stabilisation d'image électronique,Apple iPhone 16e 128 Go Noir
72,Flash avant,,Apple iPhone 16e 128 Go Noir
73,Deuxième caméra avant,,Apple iPhone 16e 128 Go Noir
74,Diagonale de l'écran,"6,1 p",Apple iPhone 16e 128 Go Noir
75,Screen-to-body-ratio,"86,8 %",Apple iPhone 16e 128 Go Noir
76,Qualité écran,Bon,Apple iPhone 16e 128 Go Noir
77,Pliable,,Apple iPhone 16e 128 Go Noir
78,Taux de rafraîchissement,60 Hz,Apple iPhone 16e 128 Go Noir
79,Densité de pixels,460 ppp,Apple iPhone 16e 128 Go Noir
80,LED de notification,,Apple iPhone 16e 128 Go Noir
81,Écran tactile,,Apple iPhone 16e 128 Go Noir
82,Netteté,Super Retina XDR,Apple iPhone 16e 128 Go Noir
83,Type d'écran,OLED,Apple iPhone 16e 128 Go Noir
84,Antigriffes,,Apple iPhone 16e 128 Go Noir
85,Gorilla Glass,,Apple iPhone 16e 128 Go Noir
86,Coup de pouce pour votre HDR,,Apple iPhone 16e 128 Go Noir
87,Type HDR,"Dolby Vision, HDR10",Apple iPhone 16e 128 Go Noir
88,Capacité batterie/pile,4005 mAh,Apple iPhone 16e 128 Go Noir
89,Fonction charge rapide,,Apple iPhone 16e 128 Go Noir
90,Type de charge rapide,Power Delivery 3.0,Apple iPhone 16e 128 Go Noir
91,Batterie chargée en 30 minutes,Entre 41 % et 50 %,Apple iPhone 16e 128 Go Noir
92,Vitesse de chargement,Moyen,Apple iPhone 16e 128 Go Noir
93,Puissance filaire charge rapide,20 W,Apple iPhone 16e 128 Go Noir
94,Recharge sans fil,,Apple iPhone 16e 128 Go Noir
95,Puissance charge rapide sans fil,"7,5 W",Apple iPhone 16e 128 Go Noir
96,Pour charger d'autres appareils sans fil,,Apple iPhone 16e 128 Go Noir
97,Accu/batterie interchangeable,,Apple iPhone 16e 128 Go Noir
